SNP	ANNOTATION	CHR	POS	SNP_PHENOTYPE	END	rsID	First_Level	PHENOTYPE	Metabolism
rs7642243	TM4SF19	3	196046213	X-09789	196065374	rs7642243	Unknown		False
rs7642243	TNK2	3	195590235	X-09789	195638816	rs7642243	Unknown		False
rs7642243	PCYT1A	3	195941093	X-09789	196014828	rs7642243	Metabolism, Human Diseases	Amino acid metabolism	True
rs7775554	SRSF12	6	89805678	X-12244--N-acetylcarnosine	89827800	rs7775554	Unknown		False
rs7775554	PM20D2	6	89855769	X-12244--N-acetylcarnosine	89875284	rs7775554	Unknown		False
rs7775554	PNRC1	6	89790470	X-12244--N-acetylcarnosine	89794879	rs7775554	Unknown		False
rs7775554	DOPEY1	6	83777385	X-12244--N-acetylcarnosine	83881069	rs7775554	Unknown		False
rs7809615	CNPY4	7	99717236	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99723134	rs7809615	Unknown		False
rs7809615	ZKSCAN5	7	99102274	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99132323	rs7809615	Unknown		False
rs7809615	GS1-259H13.2	7	99195689	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99208439	rs7809615	Unknown		False
rs7809615	CYP3A7	7	99302667	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99332719	rs7809615	Metabolism, Human Diseases	Metabolism of cofactors and vitamins	True
rs7809615	CPSF4	7	99036545	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99054994	rs7809615	Genetic Information Processing, Human Diseases		False
rs7809615	CYP3A5	7	99245817	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99277621	rs7809615	Metabolism, Human Diseases	Xenobiotics biodegradation and metabolism	True
rs7809615	TAF6	7	99707571	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99717190	rs7809615	Genetic Information Processing		False
rs7809615	PTCD1	7	99014362	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	99036539	rs7809615	Unknown		False
rs7809615	ARPC1B	7	98971872	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	98992424	rs7809615	Cellular Processes, Organismal Systems, Human Diseases		False
rs7809615	ARPC1A	7	98923521	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	98963880	rs7809615	Cellular Processes, Organismal Systems, Human Diseases		False
rs7809615	AVL9	7	32535038	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	33078516	rs7809615	Unknown		False
rs7809615	NRG4	15	76228310	androsterone sulfate/ 4-androsten-3beta,17beta-diol disulfate 2	76352136	rs7809615	Environmental Information Processing		False
rs7849270	PPP2R4	9	131873229		131911225	rs7849270	Unknown		False
rs7849270	CRAT	9	131857089		131873468	rs7849270	Cellular Processes		False
rs7849270	RP11-247A12.2	9	131963594		131972827	rs7849270	Unknown		False
rs7849270	DOLPP1	9	131843379		131852717	rs7849270	Metabolism	Carbohydrate metabolism	True
rs7849270	TOR1A	9	132575223		132586413	rs7849270	Unknown		False
rs7849270	SH3GLB2	9	131769376		131790582	rs7849270	Cellular Processes		False
rs7849270	RP11-247A12.1	9	131860133		131862545	rs7849270	Unknown		False
rs7849270	FPGS	9	130556876		130576606	rs7849270	Metabolism, Human Diseases	Metabolism of cofactors and vitamins	True
rs7969761	CCDC77	12	498621	betaine/ pyroglutamine	551811	rs7969761	Unknown		False
rs7969761	SLC6A13	12	329789	betaine/ pyroglutamine	372039	rs7969761	Organismal Systems		False
rs7969761	KDM5A	12	389295	betaine/ pyroglutamine	498438	rs7969761	Unknown		False
rs8002180	ABCC4	13	95672083	X-12244--N-acetylcarnosine	95953687	rs8002180	Environmental Information Processing, Organismal Systems, Human Diseases		False
rs8002180	FGF14	13	102372134	X-12244--N-acetylcarnosine	103054124	rs8002180	Unknown		False
rs8012	SYCE2	19	13009600	glutaroyl carnitine	13030090	rs8012	Unknown		False
rs8012	FARSA	19	13033293	glutaroyl carnitine	13044851	rs8012	Genetic Information Processing		False
rs8012	GCDH	19	13001840	glutaroyl carnitine	13025021	rs8012	Metabolism	Amino acid metabolism	True
rs8012	CALR	19	13049421	glutaroyl carnitine	13055303	rs8012	Genetic Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False
rs8012	PRDX2	19	12907634	glutaroyl carnitine	12912694	rs8012	Unknown		False
rs8012	AD000092.3	19	13004947	glutaroyl carnitine	13005694	rs8012	Unknown		False
rs8012	HOOK2	19	12873817	glutaroyl carnitine	12983554	rs8012	Unknown		False
rs8012	RTBDN	19	12936292	glutaroyl carnitine	12946242	rs8012	Unknown		False
rs8012	CTD-2265O21.3	19	12937686	glutaroyl carnitine	12943797	rs8012	Unknown		False
rs8012	DNASE2	19	12986025	glutaroyl carnitine	12992282	rs8012	Cellular Processes		False
rs8012	CTD-2192J16.21	19	12640582	glutaroyl carnitine	12643787	rs8012	Unknown		False
rs8012	WDR83OS	19	12778885	glutaroyl carnitine	12782170	rs8012	Unknown		False
rs8012	ASF1B	19	14230350	glutaroyl carnitine	14247768	rs8012	Unknown		False
rs8012	RFX1	19	14072350	glutaroyl carnitine	14117851	rs8012	Unknown		False
rs8012	SMARCB1	22	24129150	glutaroyl carnitine	24176689	rs8012	Organismal Systems, Human Diseases		False
rs8012	SYMPK	19	46318668	glutaroyl carnitine	46366548	rs8012	Genetic Information Processing, Cellular Processes		False
rs8018967	ACOT1	14	74003818	X-13215/ X-13671	74010498	rs8018967	Metabolism	Lipid metabolism	True
rs8018967	HEATR4	14	73945189	X-13215/ X-13671	74025651	rs8018967	Unknown		False
rs8018967	VSX2	14	74706175	X-13215/ X-13671	74729441	rs8018967	Unknown		False
rs8018967	ACOT2	14	74034324	X-13215/ X-13671	74042357	rs8018967	Metabolism, Organismal Systems	Lipid metabolism	True
rs8018967	RP3-414A15.11	14	73983937	X-13215/ X-13671	73987352	rs8018967	Unknown		False
rs8018967	ACTN1	14	69340860	X-13215/ X-13671	69446157	rs8018967	Cellular Processes, Organismal Systems, Human Diseases		False
rs8018967	VMP1	17	57784553	X-13215/ X-13671	57918453	rs8018967	Cellular Processes		False
rs8051149	SLC7A5	16	87863629	kynurenine	87903094	rs8051149	Environmental Information Processing, Human Diseases		False
rs8051149	RP4-536B24.2	16	87870254	kynurenine	87871269	rs8051149	Unknown		False
rs8051149	ABCC1	16	16043434	kynurenine	16236931	rs8051149	Environmental Information Processing, Organismal Systems, Human Diseases		False
rs8051149	STRADA	17	61780192	kynurenine	61819330	rs8051149	Environmental Information Processing		False
rs8051149	CDH1	16	68771128	kynurenine	68869451	rs8051149	Environmental Information Processing, Cellular Processes, Human Diseases		False
rs8051149	CLEC16A	16	11038345	kynurenine	11276046	rs8051149	Unknown		False
rs8056893	PRMT7	16	68344877	lysine/ glutaroyl carnitine	68392230	rs8056893	Unknown		False
rs8056893	NFATC3	16	68118654	lysine/ glutaroyl carnitine	68255187	rs8056893	Environmental Information Processing, Cellular Processes, Organismal Systems, Human Diseases		False
rs8056893	PLA2G15	16	68279207	lysine/ glutaroyl carnitine	68294961	rs8056893	Metabolism, Cellular Processes	Lipid metabolism	True
rs8056893	SMPD3	16	68392457	lysine/ glutaroyl carnitine	68482591	rs8056893	Metabolism	Lipid metabolism	True
rs8056893	SLC7A6	16	68298433	lysine/ glutaroyl carnitine	68335722	rs8056893	Unknown		False
rs8056893	NRN1L	16	67918708	lysine/ glutaroyl carnitine	67922758	rs8056893	Unknown		False
rs8056893	ZFP90	16	68563993	lysine/ glutaroyl carnitine	68609975	rs8056893	Unknown		False
rs8056893	CES4A	16	67022492	lysine/ glutaroyl carnitine	67043661	rs8056893	Unknown		False
rs8056893	CMIP	16	81478775	lysine/ glutaroyl carnitine	81745367	rs8056893	Unknown		False
rs8056893	ZNF317	19	9251056	lysine/ glutaroyl carnitine	9274100	rs8056893	Unknown		False
rs8101881	CEP89	19	33369902	homocitrulline	33462897	rs8101881	Unknown		False
rs8101881	SLC7A9	19	33321415	homocitrulline	33360672	rs8101881	Organismal Systems		False
rs8101881	NUDT19	19	33182867	homocitrulline	33204702	rs8101881	Cellular Processes		False
rs8101881	C19orf40	19	33463115	homocitrulline	33469128	rs8101881	Unknown		False
rs8101881	PDCD5	19	33071974	homocitrulline	33078358	rs8101881	Unknown		False
rs8101881	TDRD12	19	33210659	homocitrulline	33320483	rs8101881	Unknown		False
rs835154	ANKH	5	14704910	citrate	14871887	rs835154	Unknown		False
rs835154	CACNA1C	12	2079952	citrate	2802108	rs835154	Environmental Information Processing, Organismal Systems, Human Diseases		False
rs887829	UGT1A6	2	234601512	biliverdin	234664997	rs887829	Metabolism, Human Diseases	Xenobiotics biodegradation and metabolism	True
rs887829	UGT1A7	2	234591014	biliverdin	234600993	rs887829	Metabolism, Human Diseases	Xenobiotics biodegradation and metabolism	True
rs887829	UGT1A1	2	234526291	biliverdin	234681956	rs887829	Metabolism, Human Diseases	Xenobiotics biodegradation and metabolism	True
rs887829	UGT1A2P	2	234655860	biliverdin	234656725	rs887829	Unknown		False
rs887829	RPL17P11	2	234630168	biliverdin	234630711	rs887829	Unknown		False
rs887829	USP40	2	234384166	biliverdin	234475428	rs887829	Unknown		False
rs887829	AGAP1	2	236402733	biliverdin	237040444	rs887829	Cellular Processes		False
rs9302065	ABCC4	13	95672083	X-12244--N-acetylcarnosine	95953687	rs9302065	Environmental Information Processing, Organismal Systems, Human Diseases		False
rs9302065	DNAJC3-AS1	13	96300987	X-12244--N-acetylcarnosine	96329179	rs9302065	Unknown		False
rs938554	SLC2A9	4	9772777	urate	10056560	rs938554	Unknown		False
rs938554	MSANTD1	4	3246096	urate	3273465	rs938554	Unknown		False
rs9392556	ECI2	6	4115923	X-13435 (neutral acc mass: 313.225270 +/- 0.000910; similar to X-11421/4-decenoylcarnitine, but elutes later; prob a 10:1 carnitine)	4135831	rs9392556	Metabolism, Cellular Processes	Lipid metabolism	True
rs9392556	C6orf201	6	4079456	X-13435 (neutral acc mass: 313.225270 +/- 0.000910; similar to X-11421/4-decenoylcarnitine, but elutes later; prob a 10:1 carnitine)	4131185	rs9392556	Unknown		False
rs9392556	FAM217A	6	4049668	X-13435 (neutral acc mass: 313.225270 +/- 0.000910; similar to X-11421/4-decenoylcarnitine, but elutes later; prob a 10:1 carnitine)	4087578	rs9392556	Unknown		False
rs9392556	RP3-400B16.4	6	4145771	X-13435 (neutral acc mass: 313.225270 +/- 0.000910; similar to X-11421/4-decenoylcarnitine, but elutes later; prob a 10:1 carnitine)	4146287	rs9392556	Unknown		False
rs9392556	PNPT1	2	55861400	X-13435 (neutral acc mass: 313.225270 +/- 0.000910; similar to X-11421/4-decenoylcarnitine, but elutes later; prob a 10:1 carnitine)	55921045	rs9392556	Genetic Information Processing		False
rs9392556	SUPT3H	6	44777054	X-13435 (neutral acc mass: 313.225270 +/- 0.000910; similar to X-11421/4-decenoylcarnitine, but elutes later; prob a 10:1 carnitine)	45345690	rs9392556	Human Diseases		False
rs9393915	ELOVL2-AS1	6	11043757	docosapentaenoate (n3 DPA; 22:5n3)/ X-12627	11078459	rs9393915	Unknown		False
rs9393915	SYCP2L	6	10887064	docosapentaenoate (n3 DPA; 22:5n3)/ X-12627	10979553	rs9393915	Unknown		False
rs9393915	EEF1E1	6	8073593	docosapentaenoate (n3 DPA; 22:5n3)/ X-12627	8102811	rs9393915	Unknown		False
rs9400467	REV3L	6	111620234	tyrosine	111804432	rs9400467	Genetic Information Processing, Human Diseases		False
rs9400467	KIAA1919	6	111580551	tyrosine	111592370	rs9400467	Unknown		False
rs9635324	DISP2	15	40650436	propionylcarnitine/ isovalerylcarnitine	40663257	rs9635324	Unknown		False
rs9635324	IVD	15	40697686	propionylcarnitine/ isovalerylcarnitine	40728146	rs9635324	Metabolism	Amino acid metabolism	True
rs9635324	KNSTRN	15	40674922	propionylcarnitine/ isovalerylcarnitine	40686447	rs9635324	Unknown		False
rs9635324	BAHD1	15	40731920	propionylcarnitine/ isovalerylcarnitine	40760441	rs9635324	Unknown		False
rs9635324	RP11-111A22.1	15	40780240	propionylcarnitine/ isovalerylcarnitine	40850183	rs9635324	Unknown		False
rs9635324	MYO5A	15	52599480	propionylcarnitine/ isovalerylcarnitine	52821247	rs9635324	Unknown		False
rs9635324	ADAM10	15	58887403	propionylcarnitine/ isovalerylcarnitine	59042177	rs9635324	Human Diseases		False
